Accession No,Barcode,Order,Family,species,species_old,Preferred_Name,locality,collector,date_origional,date_mod,day,month,month_chr,year,date_chr,date,Determiner,Specimen Type,collection,method
NZAC04096181,NZAC04096181,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Dun Mountain,E.S. Gourlay,14.11.1923,11.12.2124,14,11,November,1923,14/November/1923,14/11/1923,B.J. Donovan,Pin,NZAC,no_data
NZAC04096178,NZAC04096178,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Dun Mountain,E.S. Gourlay,14.11.1923,11.12.2125,14,11,November,1923,14/November/1923,14/11/1923,B.J. Donovan,Pin,NZAC,no_data
NZAC04096174,NZAC04096174,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Dun Mountain,E.S. Gourlay,14.11.1923,11.12.2126,14,11,November,1923,14/November/1923,14/11/1923,B.J. Donovan,Pin,NZAC,no_data
NZAC04096166,NZAC04096166,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Dun Mountain,E.S. Gourlay,14.11.1923,11.12.2127,14,11,November,1923,14/November/1923,14/11/1923,B.J. Donovan,Pin,NZAC,no_data
NZAC04096149,NZAC04096149,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Dun Mountain,E.S. Gourlay,14.11.1923,11.12.2128,14,11,November,1923,14/November/1923,14/11/1923,B.J. Donovan,Pin,NZAC,no_data
NZAC04096142,NZAC04096142,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Dun Mountain,E.S. Gourlay,14.11.1923,11.12.2129,14,11,November,1923,14/November/1923,14/11/1923,B.J. Donovan,Pin,NZAC,no_data
NZAC04096130,NZAC04096130,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Dun Mountain,E.S. Gourlay,14.11.1923,11.12.2130,14,11,November,1923,14/November/1923,14/11/1923,B.J. Donovan,Pin,NZAC,no_data
NZAC04070246,NZAC04070246,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Upper Maitai,E.S. Gourlay,26.11.1923,11.12.2752,26,11,November,1923,26/November/1923,26/11/1923,B.J. Donovan,Pin,NZAC,no_data
NZAC04069925,NZAC04069925,Hymenoptera,Halictidae,Lasioglossum maunga,Lasioglossum maunga,"Lasioglossum (Austrevylaeus) maunga Donovan, 2007",Upper Maitai,A. Philpott,10/02/1924,10/02/1924,10,2,February,1924,10/February/1924,10/02/1924,,Pin,NZAC,no_data
NZAC04070467,NZAC04070467,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Governers Bay,E.S. Gourlay,01.01.1924,01.01.1924,1,1,January,1924,1/January/1924,1/01/1924,B.J. Donovan,Pin,NZAC,no_data
NZAC04070536,NZAC04070536,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Governers Bay,E.S. Gourlay,01.01.1924,01.01.1924,1,1,January,1924,1/January/1924,1/01/1924,B.J. Donovan,Pin,NZAC,no_data
NZAC04069844,NZAC04069844,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Nelson,E.S. Gourlay,17.02.1924,11.12.2338,17,2,February,1924,17/February/1924,17/02/1924,B.J. Donovan,Pin,NZAC,no_data
NZAC04069835,NZAC04069835,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Nelson, Cawthron Park",E.S. Gourlay,04.10.1924,4.10.24,4,10,October,1924,4/October/1924,4/10/1924,B.J. Donovan,Pin,NZAC,no_data
NZAC04069827,NZAC04069827,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Nelson, Cawthron Park",E.S. Gourlay,04.10.1924,4.10.24,4,10,October,1924,4/October/1924,4/10/1924,B.J. Donovan,Pin,NZAC,no_data
NZAC04096556,NZAC04096556,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Nelson,E.S. Gourlay,04.11.1924,4.11.24,4,11,November,1924,4/November/1924,4/11/1924,B.J. Donovan,Pin,NZAC,no_data
NZAC04096380,NZAC04096380,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Nelson,E.S. Gourlay,04.11.1924,4.11.24,4,11,November,1924,4/November/1924,4/11/1924,B.J. Donovan,Pin,NZAC,no_data
NZAC04099802,NZAC04099802,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853",Cawthron Park,E.S. Gourlay,9/12/1924,9/12/1924,9,12,December,1924,9/December/1924,9/12/1924,,Pin,NZAC,no_data
NZAC04093431,NZAC04093431,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853",Cawthron Park,E.S. Gourlay,9/12/1924,9/12/1924,9,12,December,1924,9/December/1924,9/12/1924,,Pin,NZAC,no_data
NZAC04093860,NZAC04093860,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Okarahia,A. Tonnoir,05.02.1925,5.02.25,5,2,February,1925,5/February/1925,5/02/1925,B.J. Donovan,Pin,NZAC,no_data
NZAC04070334,NZAC04070334,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096713,NZAC04096713,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096679,NZAC04096679,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096658,NZAC04096658,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096602,NZAC04096602,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,W Heighway,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096532,NZAC04096532,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096531,NZAC04096531,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,W Heighway,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096522,NZAC04096522,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096212,NZAC04096212,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,W Heighway,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04070602,NZAC04070602,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,W Heighway,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04070102,NZAC04070102,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,W Heighway,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04070110,NZAC04070110,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096709,NZAC04096709,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,W Heighway,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096677,NZAC04096677,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096644,NZAC04096644,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096576,NZAC04096576,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096573,NZAC04096573,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096572,NZAC04096572,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096544,NZAC04096544,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,W Heighway,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096498,NZAC04096498,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,W Heighway,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096483,NZAC04096483,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,E S Gourlay,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096473,NZAC04096473,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Nelson,W Heighway,.4.26,.4.26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04096334,NZAC04096334,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Nelson,W. Heighway,Apr-26,Apr-26,NA,4,April,1926,NA/April/1926,NA,,Pin,NZAC,no_data
NZAC04094540,NZAC04094540,Hymenoptera,Colletidae,Hylaeus capitosus,Hyleoides capitosus,Hyleoides,Nelson,E.S. Gourlay,5/12/1926,5/12/1926,5,12,December,1926,5/December/1926,5/12/1926,,Pin,NZAC,no_data
NZAC04104841,NZAC04104841,Hymenoptera,Halictidae,Lasioglossum maunga,Lasioglossum maunga,"Lasioglossum (Austrevylaeus) maunga Donovan, 2007",Dun Mt,E.S. Gourlay,21/02/1926,21/02/1926,21,2,February,1926,21/February/1926,21/02/1926,,Pin,NZAC,no_data
NZAC04099262,NZAC04099262,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Nelson,E.S. Gourlay,05.12.1926,5.12.26,5,12,December,1926,5/December/1926,5/12/1926,B.J. Donovan,Pin,NZAC,no_data
NZAC04099260,NZAC04099260,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Nelson,E.S. Gourlay,05.12.1926,5.12.26,5,12,December,1926,5/December/1926,5/12/1926,B.J. Donovan,Pin,NZAC,no_data
NZAC04099135,NZAC04099135,Hymenoptera,Colletidae,Leioproctus boltoni,Leioproctus boltoni,"Leioproctus (Leioproctus) boltoni Cockerell, 1904",Nelson,E.S. Gourlay,5/12/1926,5/12/1926,5,12,December,1926,5/December/1926,5/12/1926,B.J. Donovan,Pin,NZAC,no_data
NZAC04100130,NZAC04100130,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853",Nelson,E.S. Gourlay,5/12/1926,5/12/1926,5,12,December,1926,5/December/1926,5/12/1926,,Pin,NZAC,no_data
NZAC04100484,NZAC04100484,Hymenoptera,Apidae,Apis mellifera,Apis mellifera Linnaeus,"Apis mellifera Linnaeus, 1758",Taupo,J S Armstrong,1-IV-27,11.12.2504,1,5,May,1927,1/May/1927,1/05/1927,B J Donovan,Pin,NZAC,no_data
NZAC04099657,NZAC04099657,Hymenoptera,Colletidae,Hylaeus asperithorax,Hyleoides asperithorax,Hyleoides,"Earnscleugh Station, Aldinga Cons. area",B.I.P. Barratt,3/02/1927,3/02/1927,3,2,February,1927,3/February/1927,3/02/1927,,Pin,NZAC,no_data
NZAC04099265,NZAC04099265,Hymenoptera,Halictidae,Lasioglossum maunga,Lasioglossum maunga,"Lasioglossum (Austrevylaeus) maunga Donovan, 2007",Waipori,J. Turner,6/02/1927,6/02/1927,6,2,February,1927,6/February/1927,6/02/1927,,Pin,NZAC,no_data
NZAC04099331,NZAC04099331,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Nelson,E.S. Gourlay,27.03.1927,11.12.2793,27,3,March,1927,27/March/1927,27/03/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04098993,NZAC04098993,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Nelson,E.S. Gourlay,27.03.1927,11.12.2794,27,3,March,1927,27/March/1927,27/03/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04098995,NZAC04098995,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Taupo,J.S. Armstrong,01.04.1927,01.04.1927,1,4,April,1927,1/April/1927,1/04/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04105208,NZAC04105208,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Nelson,E.S. Gourlay,02.04.1927,2.04.27,2,4,April,1927,2/April/1927,2/04/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04100465,NZAC04100465,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Nelson,E.S. Gourlay,02.04.1927,2.04.27,2,4,April,1927,2/April/1927,2/04/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04100804,NZAC04100804,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Nelson,E.S. Gourlay,02.04.1927,2.04.27,2,4,April,1927,2/April/1927,2/04/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04100651,NZAC04100651,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Nelson,E.S. Gourlay,02.04.1927,2.04.27,2,4,April,1927,2/April/1927,2/04/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04100137,NZAC04100137,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Wilton Bush,E.S. Gourlay,30.10.1927,11.12.2861,30,10,October,1927,30/October/1927,30/10/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04098857,NZAC04098857,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Wilton Bush,E.S. Gourlay,30.10.1927,11.12.2862,30,10,October,1927,30/October/1927,30/10/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04100113,NZAC04100113,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Wilton Bush,E.S. Gourlay,30.10.1927,11.12.2863,30,10,October,1927,30/October/1927,30/10/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04099194,NZAC04099194,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Wilton Bush,E.S. Gourlay,30.10.1927,11.12.2864,30,10,October,1927,30/October/1927,30/10/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04100186,NZAC04100186,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Wilton Bush,E.S. Gourlay,30.10.1927,11.12.2865,30,10,October,1927,30/October/1927,30/10/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04099836,NZAC04099836,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Wilton Bush,E.S. Gourlay,30.10.1927,11.12.2866,30,10,October,1927,30/October/1927,30/10/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04099846,NZAC04099846,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Taupo,J.S. Armstrong,01.11.1927,01.11.1927,1,11,November,1927,1/November/1927,1/11/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04094438,NZAC04094438,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Nelson,E.S. Gourlay,06.11.1927,6.11.27,6,11,November,1927,6/November/1927,6/11/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04099229,NZAC04099229,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Ngatimoti,E.S. Gourlay,8.11.1927,11.12.2937,8,11,November,1927,8/November/1927,8/11/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04100185,NZAC04100185,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Titirangi, Auckland",E.S. Gourlay,7/10/1927,7/10/1927,7,10,October,1927,7/October/1927,7/10/1927,,Pin,NZAC,no_data
NZAC04099943,NZAC04099943,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Titirangi, Auckland",E.S. Gourlay,7/10/1927,7/10/1927,7,10,October,1927,7/October/1927,7/10/1927,,Pin,NZAC,no_data
NZAC04099220,NZAC04099220,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Auckland,E.S. Gourlay,9/10/1927,9/10/1927,9,10,October,1927,9/October/1927,9/10/1927,,Pin,NZAC,no_data
NZAC04099091,NZAC04099091,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Auckland,E.S. Gourlay,9/10/1927,9/10/1927,9,10,October,1927,9/October/1927,9/10/1927,,Pin,NZAC,no_data
NZAC04098926,NZAC04098926,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Auckland,E.S. Gourlay,9/10/1927,9/10/1927,9,10,October,1927,9/October/1927,9/10/1927,,Pin,NZAC,no_data
NZAC04099285,NZAC04099285,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Auckland,E.S. Gourlay,9/10/1927,9/10/1927,9,10,October,1927,9/October/1927,9/10/1927,,Pin,NZAC,no_data
NZAC04100084,NZAC04100084,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Auckland,E.S. Gourlay,9/10/1927,9/10/1927,9,10,October,1927,9/October/1927,9/10/1927,,Pin,NZAC,no_data
NZAC04093673,NZAC04093673,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Auckland,E.S. Gourlay,9/10/1927,9/10/1927,9,10,October,1927,9/October/1927,9/10/1927,,Pin,NZAC,no_data
NZAC04099664,NZAC04099664,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Auckland,E.S. Gourlay,9/10/1927,9/10/1927,9,10,October,1927,9/October/1927,9/10/1927,,Pin,NZAC,no_data
NZAC04098874,NZAC04098874,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Auckland,E.S. Gourlay,9/10/1927,9/10/1927,9,10,October,1927,9/October/1927,9/10/1927,,Pin,NZAC,no_data
NZAC04100341,NZAC04100341,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Auckland,E.S. Gourlay,9/10/1927,9/10/1927,9,10,October,1927,9/October/1927,9/10/1927,,Pin,NZAC,no_data
NZAC04100445,NZAC04100445,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Auckland,E.S. Gourlay,9/10/1927,9/10/1927,9,10,October,1927,9/October/1927,9/10/1927,,Pin,NZAC,no_data
NZAC04100622,NZAC04100622,Hymenoptera,Colletidae,Leioproctus boltoni,Leioproctus boltoni,"Leioproctus (Leioproctus) boltoni Cockerell, 1904",Beebys Knob,E.S. Gourlay,26/12/1927,26/12/1927,26,12,December,1927,26/December/1927,26/12/1927,,Pin,NZAC,no_data
NZAC04099250,NZAC04099250,Hymenoptera,Colletidae,Leioproctus boltoni,Leioproctus boltoni,"Leioproctus (Leioproctus) boltoni Cockerell, 1904",Beeby's Knob,E.S. Gourlay,26/12/1927,26/12/1927,26,12,December,1927,26/December/1927,26/12/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04099103,NZAC04099103,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus (Leioproctus) imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853",Owen River Junction,E.S. Gourlay,25.01.1927,11.12.2709,25,1,January,1927,25/January/1927,25/01/1927,B.J. Donovan,Pin,NZAC,no_data
NZAC04093809,NZAC04093809,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853",Ngatimoti,E.S. Gourlay,8/11/1927,8/11/1927,8,11,November,1927,8/November/1927,8/11/1927,,Pin,NZAC,no_data
NZAC04098855,NZAC04098855,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853",Ngatimoti,E.S. Gourlay,8/11/1927,8/11/1927,8,11,November,1927,8/November/1927,8/11/1927,,Pin,NZAC,no_data
NZAC04099136,NZAC04099136,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853",Ngatimoti,E.S. Gourlay,8/11/1927,8/11/1927,8,11,November,1927,8/November/1927,8/11/1927,,Pin,NZAC,no_data
NZAC04099842,NZAC04099842,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853",Ngatimoti,E.S. Gourlay,8/11/1927,8/11/1927,8,11,November,1927,8/November/1927,8/11/1927,,Pin,NZAC,no_data
NZAC04093662,NZAC04093662,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853",Ngatimoti,E.S. Gourlay,8/11/1927,8/11/1927,8,11,November,1927,8/November/1927,8/11/1927,,Pin,NZAC,no_data
NZAC04100614,NZAC04100614,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853",Beeby's Knob,E.S. Gourlay,26/12/1927,26/12/1927,26,12,December,1927,26/December/1927,26/12/1927,,Pin,NZAC,no_data
NZAC04100884,NZAC04100884,Hymenoptera,Colletidae,Leioproctus purpureus,Leioproctus purpureus,"Leioproctus (Leioproctus) purpureus (Smith, 1853)",Tahunanui,E.S. Gourlay,20/11/1927,20/11/1927,20,11,November,1927,20/November/1927,20/11/1927,,Pin,NZAC,no_data
