genus,species,region,locality,sex,date_origional,day,month_chr,month,year,date,date_chr,ecology,method,collector,collection,value
Bombus,Bombus ruderatus,MC,Lincoln 5km S,m,1-Mar-71,1,March,3,1971,1/03/1971,1/March/1971,Nest in farm shed,sweep,BJ Donovan,BJD,1
Bombus,Bombus ruderatus,MC,Lincoln 5km S,m,3-Mar-71,3,March,3,1971,3/03/1971,3/March/1971,Ex nest on S Wild's farm,sweep,BJ Donovan,BJD,1
Bombus,Bombus ruderatus,MC,Lincoln 5km S,m,3-Mar-71,3,March,3,1971,3/03/1971,3/March/1971,Ex nest on S Wild's farm,sweep,BJ Donovan,BJD,1
Bombus,Bombus ruderatus,MC,"Lincoln, 5km S",f,3-Mar-71,3,March,3,1971,3/03/1971,3/March/1971,Ex nest on S Wild's farm,sweep,BJ Donovan,BJD,1
Bombus,Bombus ruderatus,TO,"Kakahi, 3.3.km E",m,14-Mar-71,14,March,3,1971,14/03/1971,14/March/1971,,no_data,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum sordidum,TO,"Taumarunui Co, Mahoe Rd, Manunui",f,7-May-71,7,May,5,1971,7/05/1971,7/May/1971,Adults in nest Alkali bee site,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,TO,"Taumarunui Co, Mahoe Rd, Manunui",f,7-May-71,7,May,5,1971,7/05/1971,7/May/1971,Adults in nest Alkali bee site,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,TO,"Taumarunui Co, Mahoe Rd, Manunui",f,7-May-71,7,May,5,1971,7/05/1971,7/May/1971,Adults in nest Alkali bee site,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,TO,"Taumarunui Co, Mahoe Rd, Manunui",f,7-May-71,7,May,5,1971,7/05/1971,7/May/1971,Adults in nest Alkali bee site,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,TO,"Taumarunui Co, Mahoe Rd, Manunui",f,7-May-71,7,May,5,1971,7/05/1971,7/May/1971,Adults in nest Alkali bee site,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,TO,"Taumarunui Co, Mahoe Rd, Manunui",f,7-May-71,7,May,5,1971,7/05/1971,7/May/1971,Adults in nest Alkali bee site,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,TO,"Taumarunui Co, Mahoe Rd, Manunui",f,7-May-71,7,May,5,1971,7/05/1971,7/May/1971,Adults in nest Alkali bee site,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,MC,DSIR Lincoln,f,6//9/1971,6,September,9,1971,6/09/1971,6/September/1971,Nest site  ,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,MC,"Malvern Co, Tge Pirita Gorge river bed",f,2-Nov-71,2,November,11,1971,2/11/1971,2/November/1971,Matagouri sp.,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,MC,"Malvern Co, Tge Pirita Gorge river bed",f,2-Nov-71,2,November,11,1971,2/11/1971,2/November/1971,Matagouri sp.,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,MC,"Malvern Co, Tge Pirita Gorge river bed",f,2-Nov-71,2,November,11,1971,2/11/1971,2/November/1971,Matagouri sp.,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,MC,"Malvern Co, Tge Pirita Gorge river bed",f,2-Nov-71,2,November,11,1971,2/11/1971,2/November/1971,Matagouri sp.,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,MC,"Malvern Co, Tge Pirita Gorge river bed",f,2-Nov-71,2,November,11,1971,2/11/1971,2/November/1971,Matagouri sp.,sweep,BJ Donovan,NA,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",f,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",f,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",f,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",f,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",f,19-Nov-71,19,November,11,1971,19/11/1971,19/November/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Lasioglossum,Lasioglossum sordidum,KA,"Cheviot Co, Hundalee Hills",f,23-Nov-71,23,November,11,1971,23/11/1971,23/November/1971,"Manuka, Leptospermum scoparium",sweep,BJ Donovan,NA,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",f,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",f,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",f,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",f,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",f,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",f,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus pango,MC,"Akaroa Highway, nr Kaituna Valley",f,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,Lincoln,1
Leioproctus,Leioproctus vestitus,MC,"1.6km N Kaituna Valley, main Akaroa highway",m,1-Dec-71,1,December,12,1971,1/12/1971,1/December/1971,Carmichaelia violacea,sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum sordidum,KA,"Awatere Valley, 20km W Seddon",m,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,Cirsium vulgare,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,KA,"Awatere Valley, 20km W Seddon",m,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,Cirsium vulgare,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,KA,"Awatere Valley, 20km W Seddon",m,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,Cirsium vulgare,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,KA,"Awatere Valley, 20km W Seddon",m,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,Cirsium vulgare,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,KA,"Awatere Valley, 20km W Seddon",m,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,Cirsium vulgare,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,KA,"Awatere Valley, 20km W Seddon",m,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,Cirsium vulgare,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,KA,"Awatere Valley, 20km W Seddon",m,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,Cirsium vulgare,sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,KA,"Awatere Valley, 20km W Seddon",f,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,Cirsium vulgare (Sc thistle),sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,KA,"Awatere Valley, 20km W Seddon",f,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,Cirsium vulgare (Sc thistle),sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,KA,"Awatere Valley, 20km W Seddon",f,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,Cirsium vulgare (Sc thistle),sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,KA,"Awatere Valley, 20km W Seddon",f,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,Cirsium vulgare (Sc thistle),sweep,BJ Donovan,NA,1
Lasioglossum,Lasioglossum sordidum,KA,"Awatere Valley, 20km W Seddon",f,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,Cirsium vulgare (Sc thistle),sweep,BJ Donovan,NA,1
Leioproctus,Leioproctus imitatus,KA,"Awatere Co, Awatere Valley, 19km W. Seddon",f,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,"On k?nuka, Leptospermum ericoides",sweep,BJ Donovan,NA,1
Leioproctus,Leioproctus imitatus,MB,"Awatere Valley, 12 mi W Seddon",m,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,"On k?nuka, Leptospermum ericoides",sweep,BJ Donovan,BJD,1
Leioproctus,Leioproctus imitatus,MB,"Awatere Valley, 12 mi W Seddon",m,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,"On k?nuka, Leptospermum ericoides",sweep,BJ Donovan,BJD,1
Leioproctus,Leioproctus imitatus,MB,"Awatere Valley, 12 mi W Seddon",m,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,"On k?nuka, Leptospermum ericoides",sweep,BJ Donovan,BJD,1
Leioproctus,Leioproctus imitatus,MB,"Awatere Valley, 12 mi W Seddon",m,8-Jan-72,8,January,1,1972,8/01/1972,8/January/1972,"On k?nuka, Leptospermum ericoides",sweep,BJ Donovan,BJD,1
Leioproctus,Leioproctus imitatus,KA,"Awatere Co, Awatere Valley, 19km W. Seddon",f,12-Jan-72,12,January,1,1972,12/01/1972,12/January/1972,"On k?nuka, Leptospermum ericoides",sweep,BJ Donovan,NA,1
Leioproctus,Leioproctus imitatus,KA,"Awatere Co, Awatere Valley, 19km W. Seddon",f,12-Jan-72,12,January,1,1972,12/01/1972,12/January/1972,"On k?nuka, Leptospermum ericoides",sweep,BJ Donovan,NA,1
Leioproctus,Leioproctus imitatus,KA,"Awatere Co, Awatere Valley, 19km W. Seddon",f,12-Jan-72,12,January,1,1972,12/01/1972,12/January/1972,"On k?nuka, Leptospermum ericoides",sweep,BJ Donovan,NA,1
Leioproctus,Leioproctus imitatus,MB,"Awatere Valley, 12 mi W Seddon",m,12-Jan-72,12,January,1,1972,12/01/1972,12/January/1972,"On k?nuka, Leptospermum ericoides",sweep,BJ Donovan,BJD,1
Leioproctus,Leioproctus imitatus,MB,"Awatere Valley, 12 mi W Seddon",m,12-Jan-72,12,January,1,1972,12/01/1972,12/January/1972,"On k?nuka, Leptospermum ericoides",sweep,BJ Donovan,BJD,1
Leioproctus,Leioproctus kanapuu,MB,"Seddon, 12 mi W",m,12-Jan-72,12,January,1,1972,12/01/1972,12/January/1972,"On k?nuka, Leptospermum ericoides",sweep,BJ Donovan,BJD,1
Leioproctus,Leioproctus kanapuu,MB,"Seddon, 12 mi W",f,12-Jan-72,12,January,1,1972,12/01/1972,12/January/1972,"On k?nuka, Leptospermum ericoides",sweep,BJ Donovan,BJD,1
Leioproctus,Leioproctus nunui,MB,"Awatere Co, SI, 12 mi W Seddon",m,12-Jan-72,12,January,1,1972,12/01/1972,12/January/1972,"On kanuka, Leptospermum ericoides",sweep,BJ Donovan,Ent L,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",m,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
Lasioglossum,Lasioglossum mataroa,MK,"Tekapo, 8 mi S ",f,5-Feb-72,5,February,2,1972,5/02/1972,5/February/1972,"On yarrow, Achillea millefolium",sweep,BJ Donovan,BJD,1
